,Gender,Customer_Type,Age,Type_of_Travel,Class,Flight_Distance,Inflight_wifi_service,Departure_Arrival_time_convenient,Ease_of_Online_booking,Gate_location,Food_and_drink,Online_boarding,Seat_comfort,Inflight_entertainment,On_board_service,Leg_room_service,Baggage_handling,Checkin_service,Inflight_service,Cleanliness,Departure_Delay_in_Minutes,Arrival_Delay_in_Minutes
28815,Female,Loyal Customer,51,Personal Travel,Eco,1355,1,4,0,4,5,4,3.0,5,5,0,5,2.0,5,4,0,0.0
28816,Female,Loyal Customer,57,Business travel,Eco,868,1,3,3,3,2,3,4.0,1,1,1,1,2.0,1,1,30,32.5
28817,Male,Loyal Customer,10,Business travel,Business,2448,2,3,3,3,3,2,2.0,1,1,4,3,2.0,1,2,30,32.5
28818,Female,disloyal Customer,22,Business travel,Eco,575,2,0,2,1,3,2,3.0,3,3,2,4,2.0,5,3,0,0.0
28819,Female,disloyal Customer,23,Business travel,Eco,189,4,4,4,3,3,4,3.0,3,2,3,4,2.0,4,3,14,17.0
28820,Female,Loyal Customer,25,Business travel,Eco,1120,1,4,4,4,1,1,4.0,1,2,1,3,4.0,3,1,0,0.0
28821,Female,Loyal Customer,59,Business travel,Eco,143,2,4,4,4,5,3,3.0,2,2,2,2,3.0,2,4,0,0.0
28822,Male,Loyal Customer,50,Personal Travel,Eco,2446,1,4,1,2,5,1,5.0,5,1,2,2,3.0,4,5,0,0.0
28823,Male,Loyal Customer,47,Business travel,Business,1449,5,5,5,5,2,5,4.0,5,5,5,5,4.0,5,4,22,0.0
28824,Female,Loyal Customer,31,Personal Travel,Eco,196,1,5,0,4,2,0,2.0,2,3,5,4,5.0,5,2,0,0.0
28825,Female,Loyal Customer,61,Personal Travel,Eco,1497,2,3,2,5,5,5,5.0,3,3,2,3,5.0,3,5,11,0.0
28826,Male,Loyal Customer,8,Personal Travel,Eco,612,4,5,5,1,4,5,4.0,4,5,2,4,4.0,4,4,0,0.0
28827,Female,Loyal Customer,39,Business travel,Business,384,5,5,3,5,4,4,1.0,4,4,4,4,1.5,4,4,0,0.0
28828,Male,disloyal Customer,23,Business travel,Eco,861,4,4,4,2,4,4,4.0,4,5,5,4,3.0,4,4,23,23.0
28829,Female,Loyal Customer,7,Personal Travel,Eco Plus,647,2,4,2,2,2,2,2.0,2,2,1,5,2.0,4,2,6,0.0
28830,Female,Loyal Customer,50,Business travel,Business,2125,1,1,2,1,2,3,4.0,5,5,5,5,3.0,5,4,0,0.0
28831,Female,Loyal Customer,50,Business travel,Business,628,3,3,3,3,2,4,4.0,4,4,4,4,3.0,4,3,0,0.0
28832,Female,Loyal Customer,63,Personal Travel,Eco,1199,1,4,1,4,4,3,3.0,4,4,1,4,2.0,4,3,0,2.0
28833,Male,Loyal Customer,33,Business travel,Eco Plus,458,4,5,5,5,4,4,4.0,4,2,1,3,4.0,2,4,0,0.0
28834,Female,Loyal Customer,38,Business travel,Business,3394,0,0,0,2,2,4,5.0,5,5,5,5,4.0,5,3,13,28.0
28835,Female,Loyal Customer,15,Personal Travel,Eco Plus,517,2,5,2,1,2,2,2.0,2,1,4,5,5.0,2,2,0,2.0
28836,Male,Loyal Customer,61,Business travel,Business,328,3,1,1,1,5,2,3.0,3,3,3,3,2.0,3,2,30,32.5
28837,Female,disloyal Customer,45,Business travel,Business,462,4,4,4,4,5,4,5.0,5,3,3,4,5.0,4,5,0,0.0
28838,Female,Loyal Customer,58,Personal Travel,Eco,449,2,4,2,2,3,4,4.0,4,4,2,4,4.0,4,5,0,0.0
28839,Male,Loyal Customer,47,Business travel,Business,3530,4,4,4,4,4,5,4.0,4,4,5,4,3.0,4,4,0,4.0
28840,Male,Loyal Customer,65,Personal Travel,Eco,693,3,5,3,4,5,3,5.0,5,4,2,4,4.0,4,5,0,0.0
28841,Female,Loyal Customer,40,Business travel,Business,868,1,1,1,1,5,5,4.0,4,4,4,4,3.0,4,3,10,0.0
28842,Male,Loyal Customer,31,Business travel,Business,2278,2,2,2,2,2,2,2.0,2,3,2,5,3.0,4,2,30,23.0
28843,Male,Loyal Customer,26,Business travel,Business,1448,3,3,3,3,4,4,4.0,4,5,5,3,2.0,3,4,0,0.0
28844,Male,disloyal Customer,59,Business travel,Eco,1052,2,2,2,4,2,2,2.0,1,5,4,3,2.0,4,2,0,0.0
28845,Female,Loyal Customer,67,Business travel,Business,3387,1,1,1,1,2,3,4.0,5,5,5,5,4.0,5,3,0,0.0
28846,Female,disloyal Customer,24,Business travel,Eco,342,2,5,2,3,4,2,4.0,4,3,2,5,4.0,5,4,0,0.0
28847,Female,Loyal Customer,55,Business travel,Business,2475,5,5,4,5,5,5,5.0,3,4,3,4,5.0,3,5,0,0.0
28848,Female,Loyal Customer,54,Business travel,Business,1440,3,3,3,3,3,4,5.0,5,5,5,5,3.0,5,4,0,0.0
28849,Female,Loyal Customer,27,Business travel,Business,888,1,1,1,1,5,4,5.0,5,4,5,4,4.0,4,5,30,29.0
28850,Male,Loyal Customer,29,Business travel,Business,3223,2,2,2,2,5,5,5.0,5,3,3,4,4.0,5,5,0,0.0
28851,Male,Loyal Customer,56,Personal Travel,Eco,991,3,2,3,4,5,3,5.0,5,4,3,4,2.0,4,5,12,3.0
28852,Female,disloyal Customer,25,Business travel,Eco,1390,2,2,2,3,1,2,1.0,1,4,2,4,3.0,3,1,25,14.0
28853,Female,Loyal Customer,35,Business travel,Business,733,5,5,5,5,4,4,5.0,5,5,5,5,3.0,5,5,0,0.0
28854,Male,Loyal Customer,56,Personal Travel,Eco,1218,3,4,3,4,3,3,3.0,3,2,1,3,3.0,3,3,0,0.0
28855,Male,Loyal Customer,56,Business travel,Business,3476,3,3,3,3,4,4,5.0,5,5,5,5,4.0,5,3,4,3.0
28856,Male,Loyal Customer,45,Business travel,Business,3739,1,0,0,3,5,4,4.0,2,2,0,2,1.5,2,1,30,32.5
28857,Female,Loyal Customer,41,Business travel,Business,1464,3,3,3,3,3,4,4.0,5,5,5,5,4.0,5,5,0,32.5
28858,Male,Loyal Customer,48,Business travel,Business,584,1,1,1,1,5,4,3.0,4,4,4,4,5.0,4,5,0,0.0
28859,Male,Loyal Customer,37,Business travel,Eco,387,5,2,2,2,5,5,5.0,5,3,5,3,3.0,5,5,0,11.0
28860,Male,Loyal Customer,59,Business travel,Business,501,4,4,4,4,3,5,5.0,2,2,2,2,3.0,2,4,18,32.5
28861,Male,Loyal Customer,47,Personal Travel,Eco,813,3,3,3,3,4,3,4.0,4,4,4,3,3.0,4,4,0,0.0
28862,Female,disloyal Customer,23,Business travel,Eco,467,2,0,2,2,2,2,2.0,2,1,3,2,4.0,3,2,7,0.0
28863,Male,Loyal Customer,47,Business travel,Business,1535,4,4,4,4,2,4,5.0,4,4,4,4,5.0,4,4,5,0.0
28864,Female,Loyal Customer,50,Business travel,Business,2933,1,1,1,1,4,2,1.0,5,5,5,5,3.0,5,3,0,0.0
28865,Female,Loyal Customer,41,Business travel,Business,1379,4,5,5,5,4,2,3.0,4,4,4,4,3.0,4,2,24,31.0
28866,Male,Loyal Customer,35,Personal Travel,Eco,2288,1,1,0,4,2,0,2.0,2,2,3,3,4.0,4,2,0,0.0
28867,Male,Loyal Customer,49,Personal Travel,Eco,338,2,2,2,4,3,2,3.0,3,4,3,4,4.0,4,3,1,0.0
28868,Male,Loyal Customer,54,Business travel,Business,2746,1,1,1,1,2,1,3.0,2,2,2,2,4.0,2,3,0,17.0
28869,Male,disloyal Customer,23,Business travel,Eco,1053,1,1,1,4,5,1,5.0,5,1,2,3,1.5,3,5,0,6.0
28870,Male,Loyal Customer,19,Personal Travel,Eco Plus,1617,1,4,1,4,5,1,5.0,5,4,2,4,4.0,4,5,11,27.0
28871,Male,disloyal Customer,22,Business travel,Eco,102,3,0,3,4,5,3,5.0,5,5,2,3,4.0,1,5,0,1.0
28872,Male,Loyal Customer,46,Business travel,Business,2537,3,3,3,3,2,4,4.0,5,5,5,5,3.0,5,3,0,3.0
28873,Female,Loyal Customer,42,Personal Travel,Eco,209,4,4,4,4,2,4,3.0,3,3,4,3,2.0,3,2,30,32.5
28874,Female,disloyal Customer,38,Business travel,Eco,855,2,1,1,4,1,5,4.0,2,5,3,3,4.0,3,4,0,32.5
28875,Male,Loyal Customer,56,Business travel,Business,3476,1,5,5,5,2,3,3.0,1,1,1,1,4.0,1,4,21,17.0
28876,Female,disloyal Customer,80,Business travel,Business,612,1,1,1,1,2,5,2.0,1,1,1,1,5.0,1,1,0,7.0
28877,Male,disloyal Customer,40,Business travel,Eco,693,1,1,1,4,5,1,3.0,5,4,4,3,2.0,4,5,0,7.0
28878,Female,Loyal Customer,58,Business travel,Business,349,5,5,5,5,2,5,5.0,4,4,4,4,4.0,4,3,15,3.0
28879,Male,Loyal Customer,27,Personal Travel,Eco,1709,4,5,4,1,5,4,5.0,5,1,2,4,2.0,3,5,0,0.0
28880,Female,disloyal Customer,25,Business travel,Eco,592,3,4,3,4,3,3,3.0,3,2,1,4,3.0,3,3,28,14.0
28881,Male,disloyal Customer,24,Business travel,Eco,764,2,3,3,1,4,3,4.0,4,5,5,5,3.0,5,4,3,0.0
28882,Male,Loyal Customer,52,Business travel,Eco Plus,2125,2,3,4,3,2,2,2.0,2,3,5,2,4.0,4,2,4,0.0
28883,Female,Loyal Customer,49,Business travel,Business,767,3,3,3,3,5,4,4.0,5,5,4,5,5.0,5,4,0,0.0
28884,Female,Loyal Customer,48,Business travel,Eco,334,4,3,3,3,4,2,2.0,3,3,4,3,1.5,3,3,0,0.0
28885,Female,Loyal Customer,41,Business travel,Business,3739,3,3,3,3,4,4,4.0,4,4,4,4,5.0,4,4,0,0.0
28886,Female,Loyal Customer,53,Business travel,Business,428,4,4,4,4,2,1,4.0,4,4,4,4,5.0,4,1,10,20.0
28887,Female,Loyal Customer,44,Personal Travel,Eco,604,2,5,2,4,4,5,5.0,1,1,2,1,3.0,1,3,0,0.0
28888,Female,disloyal Customer,23,Business travel,Eco,216,3,3,3,4,5,3,5.0,5,1,1,4,1.5,4,5,0,4.0
28889,Male,Loyal Customer,39,Business travel,Business,2399,5,5,5,5,5,3,4.0,4,4,4,4,4.0,4,5,0,0.0
28890,Male,Loyal Customer,40,Business travel,Business,2227,1,1,1,1,2,4,5.0,5,5,5,5,5.0,5,3,0,0.0
28891,Female,Loyal Customer,45,Business travel,Business,3364,3,3,3,3,3,1,4.0,4,4,4,5,5.0,4,4,0,24.0
28892,Male,Loyal Customer,40,Business travel,Business,554,1,1,1,1,3,4,4.0,3,3,3,3,5.0,3,5,0,0.0
28893,Male,disloyal Customer,36,Business travel,Business,302,3,3,3,2,5,3,2.0,5,5,2,5,5.0,4,5,0,0.0
28894,Female,Loyal Customer,47,Business travel,Business,581,3,3,3,3,2,5,5.0,5,5,5,5,4.0,5,5,30,27.0
28895,Female,Loyal Customer,36,Personal Travel,Eco,666,3,2,3,4,3,3,3.0,3,2,3,3,4.0,3,3,0,0.0
28896,Male,Loyal Customer,14,Personal Travel,Eco,557,4,2,4,4,1,4,1.0,1,4,3,3,2.0,4,1,30,32.5
28897,Male,Loyal Customer,60,Business travel,Business,2979,4,4,2,4,4,4,4.0,5,4,4,5,4.0,4,4,0,32.5
28898,Female,Loyal Customer,28,Personal Travel,Eco,236,2,3,0,4,2,0,2.0,2,2,2,3,3.0,3,2,0,2.0
28899,Male,Loyal Customer,39,Personal Travel,Eco,325,3,1,3,2,3,3,3.0,3,3,2,2,3.0,2,3,8,6.0
28900,Male,disloyal Customer,9,Business travel,Eco,1162,1,1,1,4,3,1,3.0,3,4,2,3,4.0,4,3,0,32.5
28901,Female,Loyal Customer,36,Business travel,Business,1788,2,2,2,2,4,4,5.0,2,2,2,2,3.0,2,5,30,7.0
28902,Male,Loyal Customer,43,Personal Travel,Business,979,4,1,4,3,1,2,2.0,1,1,4,1,4.0,1,4,0,0.0
28903,Female,Loyal Customer,29,Business travel,Business,2836,2,3,3,3,2,2,2.0,2,4,1,3,4.0,3,2,0,0.0
28904,Male,Loyal Customer,20,Personal Travel,Eco,427,3,2,3,3,4,3,4.0,4,1,4,3,1.5,4,4,1,19.0
28905,Male,Loyal Customer,46,Business travel,Eco,759,4,3,3,3,4,4,4.0,4,1,1,3,2.0,1,4,0,0.0
28906,Male,Loyal Customer,30,Business travel,Business,2259,1,3,3,3,1,1,1.0,1,4,5,4,2.0,3,1,0,12.0
28907,Female,Loyal Customer,33,Business travel,Business,3739,0,0,0,1,2,5,5.0,1,1,1,1,5.0,1,3,27,32.5
28908,Female,Loyal Customer,47,Business travel,Business,129,2,2,2,2,2,5,2.0,4,4,4,4,1.5,4,1,12,8.0
28909,Female,disloyal Customer,24,Business travel,Business,414,4,4,4,2,5,4,5.0,5,3,2,5,5.0,4,5,0,0.0
28910,Female,Loyal Customer,36,Business travel,Business,2572,4,4,4,4,2,4,5.0,5,5,5,5,3.0,5,4,15,11.0
28911,Male,Loyal Customer,45,Business travel,Eco,508,3,1,1,1,3,3,3.0,3,1,1,3,4.0,3,3,0,0.0
28912,Male,Loyal Customer,54,Personal Travel,Eco,894,0,5,1,1,5,1,5.0,5,4,4,4,5.0,4,5,0,0.0
28913,Male,Loyal Customer,61,Personal Travel,Eco,2588,2,4,3,5,3,3,5.0,3,4,2,4,3.0,4,3,0,0.0
28914,Female,Loyal Customer,25,Personal Travel,Eco,680,2,5,2,2,2,2,2.0,2,5,3,5,5.0,4,2,0,0.0
28915,Male,Loyal Customer,29,Business travel,Eco Plus,618,4,2,2,2,4,4,4.0,4,4,5,3,2.0,4,4,0,5.0
28916,Female,Loyal Customer,17,Personal Travel,Business,410,3,3,3,5,4,3,4.0,4,5,5,1,5.0,5,4,0,4.0
28917,Female,Loyal Customer,14,Personal Travel,Eco,1097,1,2,1,4,4,1,2.0,4,4,1,3,3.0,4,4,30,32.5
28918,Female,Loyal Customer,67,Personal Travel,Eco,1044,1,3,2,1,2,1,3.0,5,5,2,5,4.0,5,1,0,0.0
28919,Male,Loyal Customer,60,Business travel,Eco,903,3,3,3,3,2,3,2.0,2,1,2,3,1.5,4,2,3,14.0
28920,Female,Loyal Customer,41,Business travel,Business,1965,3,3,3,3,2,5,4.0,4,4,4,4,4.0,4,5,0,0.0
28921,Female,Loyal Customer,50,Business travel,Business,1521,2,5,5,5,4,2,3.0,2,2,2,2,2.0,2,4,17,0.0
28922,Female,Loyal Customer,49,Business travel,Business,2565,4,4,4,4,3,5,5.0,5,5,5,5,5.0,5,3,0,0.0
28923,Male,Loyal Customer,34,Business travel,Business,3739,3,3,3,3,2,4,4.0,5,5,5,5,5.0,5,3,8,0.0
28924,Female,Loyal Customer,33,Personal Travel,Eco,365,4,5,4,4,3,4,1.0,3,3,3,5,5.0,4,3,13,8.0
28925,Male,Loyal Customer,17,Personal Travel,Eco,779,2,5,2,3,4,2,5.0,4,5,3,4,3.0,5,4,7,18.0
28926,Male,Loyal Customer,22,Business travel,Business,543,2,1,1,1,2,2,2.0,2,1,1,3,1.5,4,2,0,3.0
28927,Female,Loyal Customer,43,Business travel,Eco Plus,541,1,2,2,2,5,4,3.0,1,1,1,1,4.0,1,2,0,0.0
28928,Male,disloyal Customer,34,Business travel,Eco,300,2,3,2,2,1,2,4.0,1,4,3,5,5.0,1,1,0,0.0
28929,Female,Loyal Customer,48,Business travel,Business,645,1,1,1,1,3,4,4.0,4,4,4,4,3.0,4,4,0,0.0
28930,Female,Loyal Customer,55,Business travel,Eco Plus,726,4,2,2,2,3,4,4.0,4,4,4,4,5.0,4,2,0,0.0
28931,Female,Loyal Customer,54,Business travel,Business,740,3,3,5,3,5,5,5.0,5,5,5,5,3.0,5,3,30,32.5
28932,Female,Loyal Customer,24,Personal Travel,Eco,2565,2,0,2,3,2,1,1.0,1,4,4,3,1.5,2,1,1,0.0
28933,Male,Loyal Customer,57,Business travel,Business,590,3,3,5,3,2,5,4.0,5,5,5,5,4.0,5,3,0,0.0
28934,Male,Loyal Customer,60,Personal Travel,Eco Plus,163,2,2,2,3,3,2,5.0,3,3,5,4,4.0,3,3,0,0.0
28935,Male,Loyal Customer,59,Business travel,Business,237,2,3,3,3,5,3,3.0,2,2,2,2,2.0,2,3,0,0.0
28936,Female,Loyal Customer,39,Business travel,Eco,101,5,3,3,3,5,5,5.0,5,3,3,3,3.0,2,5,2,13.0
28937,Female,Loyal Customer,37,Business travel,Business,3739,4,4,4,4,1,3,3.0,4,4,4,3,5.0,4,3,0,0.0
28938,Male,Loyal Customer,38,Business travel,Business,1638,3,1,3,3,4,4,3.0,3,3,3,3,2.0,3,1,20,13.0
28939,Female,disloyal Customer,28,Business travel,Business,1438,3,3,3,2,3,3,3.0,3,3,3,4,3.0,4,3,0,0.0
28940,Female,Loyal Customer,52,Business travel,Business,248,3,3,3,3,4,5,4.0,5,5,5,5,4.0,5,4,0,0.0
28941,Male,Loyal Customer,55,Business travel,Business,1642,3,3,3,3,3,4,5.0,5,5,5,5,4.0,5,4,0,0.0
28942,Male,Loyal Customer,44,Personal Travel,Eco Plus,404,4,4,4,3,3,4,3.0,3,3,4,5,5.0,4,3,0,0.0
28943,Male,Loyal Customer,21,Personal Travel,Eco,331,2,5,2,2,2,2,2.0,2,2,4,5,2.0,5,2,30,29.0
28944,Female,Loyal Customer,48,Business travel,Business,723,3,3,3,3,4,4,4.0,4,4,4,4,5.0,4,3,8,0.0
28945,Female,Loyal Customer,34,Business travel,Business,2306,3,3,3,3,2,5,5.0,4,4,4,4,3.0,4,3,4,0.0
28946,Male,Loyal Customer,46,Business travel,Eco,602,2,5,5,5,2,2,2.0,2,2,5,3,2.0,4,2,0,0.0
28947,Male,Loyal Customer,59,Personal Travel,Eco,929,3,4,3,3,5,3,4.0,5,5,2,5,5.0,4,5,0,7.0
28948,Female,Loyal Customer,58,Personal Travel,Eco,1190,3,5,3,2,3,4,4.0,1,1,3,1,5.0,1,5,0,0.0
28949,Male,Loyal Customer,30,Business travel,Business,1389,2,2,2,2,4,4,4.0,4,4,4,5,5.0,4,4,0,3.0
28950,Male,Loyal Customer,65,Personal Travel,Eco,405,2,1,2,4,5,2,5.0,5,1,2,3,1.5,4,5,3,0.0
28951,Male,Loyal Customer,53,Personal Travel,Eco,1547,3,4,3,4,4,3,4.0,4,1,2,4,4.0,3,4,0,0.0
28952,Female,Loyal Customer,55,Personal Travel,Eco,1010,2,4,2,4,3,4,3.0,4,4,2,4,4.0,4,3,30,12.0
28953,Female,Loyal Customer,62,Business travel,Business,746,2,4,1,1,2,4,4.0,2,2,2,2,3.0,2,4,0,0.0
28954,Male,Loyal Customer,27,Business travel,Business,954,2,2,2,2,4,4,4.0,4,5,4,4,5.0,4,4,0,0.0
28955,Female,Loyal Customer,26,Business travel,Business,2218,1,1,1,1,5,5,5.0,5,5,3,4,4.0,4,5,3,19.0
28956,Male,Loyal Customer,52,Business travel,Business,2390,3,3,3,3,2,4,5.0,4,4,4,4,5.0,4,4,30,32.5
28957,Male,disloyal Customer,28,Business travel,Business,351,2,2,2,3,3,2,1.0,3,1,4,2,1.5,3,3,0,0.0
28958,Male,Loyal Customer,31,Business travel,Business,1753,1,1,1,1,4,4,4.0,4,5,2,5,3.0,5,4,0,0.0
28959,Female,Loyal Customer,62,Personal Travel,Eco,466,1,5,1,1,4,5,5.0,2,2,1,2,4.0,2,4,0,0.0
28960,Female,disloyal Customer,37,Business travel,Business,491,4,4,4,2,2,4,2.0,2,4,4,4,3.0,5,2,1,13.0
28961,Female,disloyal Customer,52,Business travel,Eco,912,2,2,2,3,5,2,5.0,5,2,1,2,2.0,2,5,0,0.0
28962,Male,disloyal Customer,44,Business travel,Business,316,1,2,2,4,2,1,2.0,2,3,2,5,3.0,5,2,22,16.0
28963,Male,Loyal Customer,51,Business travel,Business,587,5,5,5,5,2,4,4.0,4,4,4,4,5.0,4,3,0,0.0
28964,Male,Loyal Customer,42,Business travel,Business,1616,2,3,3,3,5,3,3.0,2,2,2,2,2.0,2,2,0,0.0
28965,Female,disloyal Customer,20,Business travel,Eco,229,5,0,5,5,3,5,3.0,3,2,4,2,3.0,1,3,0,0.0
28966,Female,Loyal Customer,34,Business travel,Business,3393,4,5,5,5,5,4,4.0,4,4,4,4,1.5,4,1,0,0.0
28967,Female,disloyal Customer,25,Business travel,Business,390,2,0,2,5,5,2,5.0,5,5,3,5,5.0,5,5,0,0.0
28968,Male,Loyal Customer,60,Business travel,Eco,102,3,2,2,2,3,3,3.0,3,3,4,4,4.0,4,3,0,0.0
28969,Male,Loyal Customer,66,Personal Travel,Eco,642,4,2,4,3,1,4,1.0,1,4,3,3,4.0,4,1,5,0.0
28970,Female,Loyal Customer,72,Business travel,Business,1954,1,1,3,1,1,1,1.0,4,5,3,2,1.5,4,1,30,32.5
28971,Male,Loyal Customer,63,Business travel,Business,2197,2,2,2,2,4,5,5.0,4,4,4,4,5.0,4,4,0,0.0
28972,Female,Loyal Customer,57,Personal Travel,Eco,529,2,5,2,3,2,5,5.0,1,1,2,1,5.0,1,5,0,0.0
28973,Male,Loyal Customer,41,Business travel,Eco,522,2,4,4,4,2,2,2.0,2,1,1,2,5.0,2,2,0,0.0
28974,Female,Loyal Customer,30,Personal Travel,Eco Plus,1092,4,1,4,2,2,4,2.0,2,3,2,3,4.0,3,2,0,0.0
28975,Female,disloyal Customer,27,Business travel,Eco,811,4,3,3,3,5,3,5.0,5,1,4,3,4.0,3,5,2,0.0
28976,Female,Loyal Customer,46,Business travel,Eco,308,4,5,5,5,5,4,3.0,4,4,4,4,4.0,4,2,1,0.0
28977,Female,Loyal Customer,42,Business travel,Business,1546,1,1,1,1,2,4,4.0,5,5,5,5,3.0,5,5,0,1.0
28978,Male,Loyal Customer,32,Business travel,Eco,157,5,2,2,2,5,5,5.0,5,5,4,5,1.5,3,5,30,32.5
28979,Female,Loyal Customer,38,Business travel,Eco,550,4,3,3,3,4,3,4.0,4,2,5,3,3.0,3,4,0,0.0
28980,Male,Loyal Customer,48,Business travel,Eco,2465,4,4,4,4,4,4,4.0,4,5,2,5,2.0,4,4,0,0.0
28981,Female,Loyal Customer,80,Business travel,Business,3709,2,5,5,5,1,4,3.0,2,2,2,2,4.0,2,4,30,22.0
28982,Female,Loyal Customer,51,Business travel,Business,2611,2,2,2,2,2,5,5.0,4,4,4,4,5.0,4,5,30,20.0
28983,Male,Loyal Customer,59,Personal Travel,Eco Plus,665,3,2,3,4,5,3,5.0,5,1,1,4,4.0,3,5,1,0.0
28984,Female,Loyal Customer,39,Business travel,Business,3694,1,5,5,5,3,4,3.0,1,1,1,1,1.5,1,3,0,0.0
28985,Male,Loyal Customer,52,Personal Travel,Eco,577,3,4,3,4,5,3,5.0,5,4,2,5,3.0,5,5,20,11.0
28986,Female,Loyal Customer,45,Personal Travel,Eco,920,4,4,4,3,3,4,4.0,3,3,4,3,4.0,3,3,0,0.0
28987,Male,disloyal Customer,23,Business travel,Eco,370,1,3,1,4,3,1,3.0,3,3,3,3,4.0,4,3,0,0.0
28988,Male,Loyal Customer,28,Business travel,Business,1730,1,1,1,1,5,5,5.0,5,4,4,4,5.0,4,5,0,0.0
28989,Male,Loyal Customer,22,Business travel,Eco,1487,3,1,1,1,3,3,4.0,3,4,2,4,4.0,4,3,0,0.0
28990,Male,Loyal Customer,12,Personal Travel,Eco,212,2,1,2,3,5,2,5.0,5,2,2,4,2.0,3,5,0,0.0
28991,Female,Loyal Customer,44,Business travel,Business,2951,2,2,2,2,4,4,5.0,5,5,5,5,3.0,5,3,0,0.0
28992,Female,disloyal Customer,33,Business travel,Business,89,1,1,1,4,2,1,2.0,2,4,5,5,4.0,5,2,0,0.0
28993,Female,Loyal Customer,52,Business travel,Business,1464,2,3,2,2,4,5,5.0,4,4,4,4,4.0,4,4,13,2.0
28994,Male,Loyal Customer,57,Personal Travel,Eco,1597,2,1,2,3,3,2,1.0,3,3,1,3,2.0,4,3,0,0.0
28995,Male,Loyal Customer,30,Business travel,Eco,238,3,3,5,3,3,3,3.0,3,4,3,3,1.5,3,3,0,0.0
28996,Male,disloyal Customer,24,Business travel,Eco,689,1,1,1,5,2,1,5.0,2,4,5,5,3.0,4,2,30,32.5
28997,Female,Loyal Customer,17,Personal Travel,Business,529,2,5,2,3,4,2,4.0,4,5,2,5,5.0,5,4,0,0.0
28998,Female,Loyal Customer,38,Business travel,Eco,2158,4,4,4,4,4,4,4.0,4,1,4,2,4.0,3,4,0,0.0
28999,Female,Loyal Customer,39,Business travel,Business,147,1,1,1,1,2,2,5.0,4,4,4,3,2.0,4,3,0,5.0
29000,Male,Loyal Customer,37,Personal Travel,Eco,134,2,0,0,3,1,0,2.0,1,4,2,3,2.0,4,1,1,0.0
29001,Male,Loyal Customer,29,Business travel,Business,748,2,5,3,5,2,1,2.0,2,4,2,3,2.0,3,2,0,0.0
29002,Male,Loyal Customer,29,Business travel,Business,2290,5,5,5,5,4,4,4.0,4,4,2,5,3.0,3,4,30,32.5
29003,Female,Loyal Customer,7,Personal Travel,Eco,883,4,4,4,4,1,4,1.0,1,2,5,4,4.0,4,1,1,3.0
29004,Male,Loyal Customer,51,Business travel,Business,2217,4,2,2,2,3,4,3.0,4,4,4,4,2.0,4,3,27,32.5
29005,Male,disloyal Customer,41,Business travel,Eco,624,2,3,2,4,5,2,5.0,5,4,3,3,1.5,4,5,0,0.0
29006,Male,Loyal Customer,7,Personal Travel,Business,259,2,5,2,4,1,2,1.0,1,2,3,3,5.0,2,1,30,32.5
29007,Male,Loyal Customer,15,Personal Travel,Eco,2724,4,4,4,2,4,4,4.0,4,5,3,4,4.0,3,4,0,0.0
29008,Female,Loyal Customer,64,Personal Travel,Eco,1521,0,5,0,4,1,1,2.0,1,1,0,1,1.5,1,4,0,0.0
29009,Female,disloyal Customer,42,Business travel,Business,977,3,3,3,3,3,3,3.0,4,3,4,5,3.0,4,3,30,32.5
29010,Male,Loyal Customer,48,Business travel,Business,3739,4,4,4,4,5,5,5.0,5,5,5,5,3.0,5,3,2,0.0
29011,Male,disloyal Customer,38,Business travel,Business,683,4,4,4,3,1,4,1.0,1,5,5,4,5.0,5,1,0,0.0
29012,Male,Loyal Customer,26,Business travel,Eco Plus,515,0,4,0,2,4,0,4.0,4,1,5,5,2.0,4,4,0,0.0
29013,Male,Loyal Customer,52,Business travel,Business,2488,0,5,0,1,4,5,5.0,5,5,5,5,4.0,5,5,0,0.0
29014,Male,Loyal Customer,46,Business travel,Business,2075,1,1,1,1,5,5,5.0,2,2,2,2,4.0,2,4,0,31.0
29015,Male,Loyal Customer,53,Business travel,Business,1565,1,1,1,1,2,4,5.0,4,4,4,4,3.0,4,5,15,19.0
29016,Male,Loyal Customer,10,Personal Travel,Eco,719,1,5,1,1,1,1,1.0,1,3,5,4,4.0,5,1,30,32.5
29017,Female,disloyal Customer,34,Business travel,Eco,427,3,0,3,1,5,3,3.0,5,3,1,3,5.0,3,5,8,19.0
29018,Female,disloyal Customer,30,Business travel,Business,1746,2,2,2,2,3,2,1.0,3,4,5,3,4.0,5,3,0,21.0
29019,Female,Loyal Customer,19,Business travel,Business,351,2,4,4,4,2,2,2.0,2,3,1,3,1.5,4,2,30,32.5
29020,Male,Loyal Customer,45,Business travel,Eco,351,3,2,2,2,3,3,3.0,1,3,1,3,3.0,1,3,30,32.5
29021,Female,disloyal Customer,21,Business travel,Eco,224,3,3,3,3,2,3,2.0,2,3,4,2,4.0,1,2,0,20.0
29022,Male,disloyal Customer,36,Business travel,Business,390,2,2,2,2,3,2,2.0,3,3,4,4,4.0,5,3,30,32.5
29023,Female,disloyal Customer,32,Business travel,Business,399,2,2,2,1,5,2,5.0,5,3,2,4,3.0,5,5,0,0.0
29024,Female,Loyal Customer,29,Personal Travel,Eco,1790,2,5,2,3,5,2,5.0,5,5,2,4,3.0,5,5,1,0.0
